well_id,water_cut_fraction,MAIP_psi,required_injection_pressure_psi,porosity_fraction,permeability_md,TDS_mg_L,oil_in_water_ppm,TSS_mg_L,Ca_mg_L,SO4_mg_L,Ba_mg_L,Sr_mg_L,CRI,SRI,lithology,pH,temperature_C,GRSS,recommended_decision,main_reason
W12,0.709,7139,5393,0.28,598,295,7.49,244.55,1458,116,0,88,20,35.1,sandstone,7.84,38.78,67.11,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.685,7235,7435,0.313,770,120,9.16,305.07,1237,154,0,121,57.1,63.7,sandstone,6.71,50.36,32.29,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.679,6938,4915,0.268,517,5526,22.64,140.25,1967,249,0,146,77.4,33.1,carbonate,6.03,49.18,69.18,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.711,7316,3634,0.278,630,888,8.68,10.51,774,149,0,101,30.4,35.4,shale,8.01,65.22,38.39,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.697,7053,4958,0.289,721,1888,8.16,150.48,1505,168,0,116,50,32.4,sandstone,8.26,60.67,73.42,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.689,7111,4960,0.311,786,749,12.69,118.93,1037,261,0,125,31.6,64.3,sandstone,8.7,50.81,62.89,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.708,7380,8580,0.295,722,1190,41.3,248.29,1712,265,0,172,20,70.5,sandstone,9.69,43.1,52.42,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.68,7442,4075,0.272,605,1895,6.29,22.7,1377,287,0,129,12,54.2,shale,7.79,47.44,58.66,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.678,6558,5289,0.291,701,4186,10.7,175.02,1742,254,0,96,43.1,25.1,carbonate,7.23,52.03,72.88,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.683,6963,3591,0.292,749,2859,8.03,36.62,1317,256,0,83,11.3,27.8,sandstone,8.36,40.93,92.03,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.758,7429,4654,0.308,207,2886,7.26,57.54,1197,165,0,179,19.8,38.6,shale,7.97,47.28,49.13,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.692,7616,3908,0.282,638,2554,7.57,113.86,1517,331,0,91,20,42.5,sandstone,7.65,40.83,75,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.695,7370,3835,0.267,638,1744,13.12,106.44,1258,177,0,166,23.5,47.4,carbonate,8.13,46.76,71.83,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.682,7505,4469,0.3,834,111,7.72,108.49,1176,211,0,157,22.6,79.7,sandstone,9.1,46.31,60.23,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.683,6525,6725,0.284,680,1461,9.76,325.67,1059,210,0,155,20,53.7,sandstone,7.64,38.08,49.57,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.702,6772,6972,0.32,924,1482,28.81,196.81,1312,353,0,152,20,72.1,shale,9.59,42.36,54.42,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.747,7256,4165,0.294,734,2333,5.52,24.68,1804,183,0,119,7.8,32.3,sandstone,7.79,44.36,87.15,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.765,7537,4468,0.301,780,2488,9.7,98.11,1138,139,0,80,19.8,8.8,sandstone,8.32,31.98,75.79,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.698,7190,5470,0.295,741,2488,16.27,252.26,1133,249,0,105,20,37.3,carbonate,8.28,43.26,64.87,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.72,6918,5053,0.302,794,3076,10.76,91.8,1527,291,0,108,19.3,39.5,sandstone,8.24,41.45,73.18,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.705,7780,4144,0.303,744,774,20.18,137.46,1154,277,0,87,20,54.6,sandstone,7.75,37.53,73.41,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.762,7162,7362,0.296,731,7046,9.77,239.97,1254,256,0,117,36.6,22,sandstone,9.11,53.31,59.62,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.719,7538,4860,0.298,801,1433,8.29,53.88,923,220,0,75,27.4,31.4,sandstone,8.25,51.4,63.05,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.698,6954,4830,0.282,578,2897,6.81,57.5,1229,216,0,49,15.2,4.4,sandstone,8.22,36.54,78.71,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.728,7780,4484,0.302,924,1933,21.53,46.98,1162,226,0,129,13.4,45.4,sandstone,8.35,41.22,72.34,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.701,7452,7652,0.307,779,6062,22.07,281.04,1635,170,0,148,20,19.1,sandstone,7.71,25.34,47.17,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.746,7113,5420,0.294,678,2904,8.77,141.09,1185,152,0,147,29.7,29.2,shale,7.21,39.41,63.85,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.725,7251,4033,0.298,774,2032,8.79,70.64,1062,186,0,74,31,19.5,sandstone,7.78,51.99,74.3,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.704,7689,7889,0.303,744,3068,6.94,42.02,1145,236,0,149,12.5,43.3,sandstone,8.22,42.25,43.97,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.687,6869,5216,0.292,812,2184,9.42,248.43,1618,169,0,171,20,42.9,sandstone,8.09,41.8,65.62,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.724,7780,5497,0.313,797,2267,7.8,221.62,1810,51,0,142,20,0,sandstone,7.81,38.64,64.49,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.697,7732,5345,0.301,773,3741,29.27,102.12,1737,181,0,134,20,27.1,shale,8.09,15.28,60.33,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.756,6956,7156,0.314,740,3122,35.64,209.56,1306,309,0,115,66.5,43.3,sandstone,6.29,48.08,58.27,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.75,7463,4193,0.286,664,5086,11.03,124.61,1558,7,0,134,20,0,sandstone,8.13,37.7,74.06,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.737,7307,4245,0.283,614,2357,6.79,62.05,1802,230,0,102,15.9,34.9,sandstone,7.86,41.87,72.34,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.691,6926,4357,0.284,662,3610,10.77,104.56,1425,226,0,104,20,26.8,sandstone,8.03,42.7,71.69,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.708,7570,4471,0.301,820,2757,8.11,202.58,1581,214,0,115,21.5,33.4,sandstone,8.56,45.77,62.37,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.715,6783,5223,0.286,596,1929,7.12,63.57,1771,289,0,107,16.1,49.2,sandstone,8.24,36.52,78.54,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.715,7099,4455,0.313,823,1821,21.82,138,1349,173,0,123,20,35.9,sandstone,8.06,41.08,75.37,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.739,7436,4911,0.275,586,183,10.89,163.4,1349,181,0,107,20,62.9,sandstone,9.41,26.4,63.94,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.683,6733,5398,0.28,643,7086,32.18,99.14,1286,123,0,124,19.9,0,carbonate,8.14,18.38,63.92,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.756,7246,3767,0.279,623,2216,5.24,92.21,1518,237,0,84,19.3,30.3,sandstone,8.32,41.69,78.94,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.775,7216,4974,0.279,607,3153,4.94,55.72,1089,215,0,162,37.5,42.4,sandstone,8.2,56.31,75.8,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.689,7597,4765,0.301,695,4926,8.65,120.5,1224,174,0,118,21.3,16.3,carbonate,7.89,45.63,62.45,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.772,7091,4236,0.28,200,3183,12.8,28.01,1376,308,0,127,18.6,46.1,shale,8.27,49.83,77.17,Treat then inject,"Shale increases formation damage risk and lowers injectivity, so treatment is required before any injection."
W12,0.719,7113,4254,0.293,733,3619,9.96,71.21,1123,176,0,149,17.1,30.4,sandstone,7.93,42.21,73.93,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.703,7356,5949,0.267,506,2567,9.49,185.05,1735,169,0,102,20,22.8,shale,8.79,35.98,70.03,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.772,6951,7151,0.276,578,3389,9.33,219.14,1921,160,0,165,20,31.8,sandstone,8.1,43.21,50.57,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.718,7780,4888,0.286,652,2868,5.25,101.81,1829,314,0,66,27.1,28.3,sandstone,7.83,48.57,62.14,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.683,6811,7011,0.277,624,774,8.87,142.03,1845,289,0,125,20,70.6,sandstone,8.47,40.88,34.31,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.746,7413,4236,0.303,777,2908,11.23,45.96,1648,333,0,83,14.3,37.3,sandstone,7.9,45.55,76.8,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.731,7367,5786,0.293,693,2591,7.86,180.98,1382,209,0,129,38.6,37.5,sandstone,7.75,54.29,63.59,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.712,7110,5638,0.283,548,1257,8.51,148.27,1196,189,0,131,20,46.9,sandstone,8.83,42.69,70.69,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.751,7299,4037,0.274,586,451,9.7,171.83,1440,252,0,100,50,64.2,sandstone,8.34,64.18,70.21,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.769,7271,4756,0.272,552,2795,11.8,81.01,1385,135,0,121,23.5,19.5,sandstone,7.95,47.64,78.78,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.697,7633,5099,0.301,864,3598,9.78,86.94,1515,227,0,54,18.8,5.2,sandstone,8.99,44.4,67.51,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.76,7012,4200,0.281,687,2708,5.24,32.1,1402,209,0,79,10.1,20.4,sandstone,7.67,44.19,87.57,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.721,7483,4407,0.293,201,191,11.56,163.89,2018,198,0,81,20,58.7,carbonate,7.77,37.8,77.15,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.772,7364,4209,0.295,644,2164,6.08,28.21,1768,141,0,121,12.1,25.5,shale,7.7,46.57,44.36,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.744,6764,7964,0.27,553,84,35.13,151.94,1799,380,0,163,20,85.1,sandstone,8,42.34,54.05,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.732,7469,4421,0.296,671,2295,8.69,165.64,2020,298,0,173,20,63.5,sandstone,8.56,42.13,60.36,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.764,7245,5467,0.298,848,1848,9,147.97,1301,147,0,75,20,13.8,sandstone,8.92,43.03,73.76,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.72,7225,4876,0.277,718,2046,11.33,200.87,1298,130,0,145,20,29.9,shale,7.59,28.22,68.22,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.709,7043,4006,0.301,833,1943,9.84,76.43,1429,220,0,100,17.7,35.9,sandstone,8.15,39.28,76.56,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.711,7098,4268,0.263,615,1793,11.55,49.73,1101,120,0,134,15.5,26.8,sandstone,7.89,45.79,78.48,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.725,7213,4529,0.308,797,3409,7.82,67.59,1456,200,0,50,22.3,0,sandstone,8.21,47.85,66.3,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.764,7057,7257,0.306,818,1564,21.61,301.64,1458,213,0,148,20,51.5,sandstone,9.17,15.14,33.65,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.732,7099,3932,0.284,721,1671,6.8,114.02,1713,196,0,143,20,46.6,carbonate,8.29,43,70.3,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.769,7519,7719,0.299,771,3576,8.88,345.95,1404,343,0,123,52.3,46.4,carbonate,6.53,27.2,46.56,Injection not suitable,"Injection is not suitable because the carbonate case still fails key pressure, damage, or quality checks."
W12,0.743,7396,5987,0.292,797,255,9.87,102.85,1001,237,0,122,20,73,sandstone,8.09,43.62,68.63,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.774,7780,4178,0.294,668,2957,12.92,10.73,1018,100,0,157,0.6,17.1,sandstone,7.94,34.54,86.57,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.708,7578,5134,0.291,598,1632,12.36,226,1037,277,0,152,20,60.5,sandstone,7.86,44.54,67.32,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.739,7177,4923,0.303,725,2145,10.59,83.15,1457,206,0,102,40.8,32.6,sandstone,7.9,56.21,71.14,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.734,7558,7758,0.273,228,1434,22.15,318.39,1012,178,0,167,20,51,shale,7.93,33.16,35.67,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.7,7018,4804,0.285,206,93,20.4,95.66,1084,166,0,73,49.6,50.8,shale,7.86,65.88,73.55,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.72,7321,5775,0.293,751,2492,44.12,204.89,1405,324,0,107,56,47.2,sandstone,6.42,38.88,62.66,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.72,7415,5730,0.294,212,141,32.67,219.13,898,134,0,127,31,58,sandstone,7.17,41.57,68.06,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.746,7225,4422,0.289,647,2244,22.68,40.46,1160,389,0,109,12.1,56,sandstone,8.04,41.33,72.95,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.765,7162,5161,0.281,757,3530,13.5,114.97,976,199,0,88,20,17.4,carbonate,7.66,41.96,78.54,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.767,7280,4639,0.302,775,2491,8.59,39.76,1029,274,0,102,12,39.5,sandstone,7.84,43.4,70.88,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.712,7778,6431,0.293,668,1648,6.41,240.54,1060,172,0,65,60.7,16.1,sandstone,6.28,26.67,63.45,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.727,7357,7557,0.272,666,3688,42.29,284.17,1659,183,0,113,20,22.1,shale,9,35.83,40.47,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.737,7231,4445,0.297,831,199,38.3,261.08,1420,280,0,155,50,81.5,sandstone,7.82,63.5,65.42,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.737,7332,5021,0.289,607,1648,11.57,215.88,911,286,0,156,67.7,62.2,carbonate,6.97,76.54,61.45,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.767,7003,5755,0.312,853,2986,7.61,187.38,1960,190,0,116,20,28.2,shale,8.29,26.02,62.32,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.74,7396,6384,0.283,627,3002,9.12,145.4,1674,256,0,104,50,34.4,sandstone,8.94,72.7,72.98,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.736,6757,4565,0.32,790,2258,9.65,111.76,1823,206,0,138,38.5,41.8,carbonate,8.05,54.24,74.33,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.711,6882,5095,0.265,685,1190,26.11,266.98,1404,154,0,171,20,49.8,sandstone,9.34,27.61,62.4,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.735,7448,4328,0.286,690,1395,8.09,34.02,1630,307,0,122,23.8,61.6,sandstone,7.95,51.56,78.25,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.778,7009,4664,0.296,609,650,9.86,110.69,2047,137,0,149,23.1,50.9,sandstone,8.04,46.57,76.51,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.735,7079,8279,0.288,607,1197,11.09,169.82,1301,369,0,179,50,79.4,sandstone,8.03,65.16,38.89,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.75,7240,8440,0.275,631,241,9.76,203.36,802,361,0,152,20,79.6,sandstone,8.15,17.6,60.68,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.731,7780,5007,0.304,787,6394,9.25,229.64,1726,119,0,136,76.1,3.4,sandstone,6.05,48.9,71.07,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.742,6920,4956,0.286,678,996,8.33,188.56,1303,220,0,165,20,63.6,sandstone,7.93,35.32,74.92,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.714,7125,4658,0.273,621,1856,9.98,91.56,1616,199,0,102,33.4,34,sandstone,7.68,52.07,70.71,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.74,7206,4674,0.312,842,3975,8.1,114.85,1644,303,0,102,31.2,34,shale,7.96,50.61,51.68,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.746,7130,5224,0.269,543,2152,7.06,201.95,1329,165,0,71,20,13.1,carbonate,7.85,39.46,63.9,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.681,7354,4566,0.295,629,3039,5.08,153.41,1641,119,0,157,20,22.4,carbonate,8.01,27.48,71.37,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.73,6865,7065,0.277,672,160,8.16,245.84,1606,172,0,151,22.6,74.4,sandstone,9.54,46.31,40.15,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.751,7047,7247,0.297,789,3362,6.52,178.75,1603,391,0,124,50,53.6,sandstone,7.82,64.62,55.44,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.744,7102,5755,0.295,773,3751,8.4,124.31,1505,313,0,120,20,41.6,sandstone,8.32,39.41,69.43,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.747,7275,5438,0.277,636,116,20.54,151.7,1138,167,0,190,20,78.3,sandstone,7.92,38.68,64.71,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.72,7437,5569,0.29,681,2348,7.97,183.73,1711,154,0,146,38.3,33.3,shale,6.95,27.68,61.57,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.763,7233,4857,0.3,754,2551,11.69,170.96,1265,186,0,129,20,33.9,sandstone,7.87,25.11,71.11,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.782,6969,5909,0.292,652,2592,7.87,275.66,2027,280,0,105,40.5,42,sandstone,8.45,55.27,69.15,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.724,7038,4557,0.285,646,4020,7.11,104.97,1380,306,0,111,20,37,sandstone,7.58,40.99,74.28,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.818,7493,7693,0.297,729,2551,22.65,127.27,1724,374,0,148,29.8,64,sandstone,8.16,49.92,42.98,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.746,7658,4838,0.294,645,2532,5.55,47.51,1642,66,0,79,37.9,0,sandstone,7.72,57.2,83.26,Inject,"Sandstone interval is pressure-safe and water quality is within operating range, allowing direct injection."
W12,0.762,6824,4558,0.289,675,2856,11.25,87.81,1451,247,0,65,48.9,18.5,sandstone,8.3,64.89,74.44,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.708,7364,7564,0.299,821,5754,11.79,312.04,1424,382,0,124,40.8,41.1,sandstone,9,55.38,39.26,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.729,6619,4872,0.302,841,1523,7.62,195.73,1447,209,0,123,20,45.2,sandstone,8.37,33.96,73.1,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.778,7259,4053,0.273,574,1733,7.68,46.06,1168,141,0,131,30.6,32,sandstone,7.36,51.34,76.25,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.707,6963,7163,0.281,644,2269,12.92,334.08,1882,318,0,185,50,68.1,sandstone,7.93,66.96,44.61,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.724,7299,7499,0.289,672,202,8.98,314.74,1804,338,0,126,20,83.6,sandstone,8.1,37.04,62.18,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.766,6975,4687,0.296,761,7536,9.15,155.68,1419,213,0,144,45.7,21.6,sandstone,6.73,23.34,75.03,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.739,7537,8737,0.29,612,2831,25.77,332.05,1898,274,0,113,20,41.4,sandstone,8.33,16.25,59.02,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.767,6829,5834,0.293,661,237,7.3,148.21,1416,200,0,150,43.7,75.8,sandstone,6.79,44.75,68.9,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.726,7402,4491,0.285,701,2145,8.86,59.53,1114,141,0,114,19.3,23.7,sandstone,8.19,46.92,78.49,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.716,7046,5334,0.305,827,4629,8.4,130.9,961,214,0,157,24.1,33.9,shale,7.73,47.03,61.33,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.776,7316,5023,0.267,557,1224,7.78,144.05,1474,146,0,93,20,27.4,shale,7.65,38.27,71.67,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.757,7184,4706,0.287,738,2464,8.85,39.94,1275,145,0,121,30.9,24.2,carbonate,7.92,54.44,70.37,Treat then inject,"Carbonate zone is potentially injectable, but treatment is recommended first to control scale and compatibility risk."
W12,0.691,7534,8734,0.306,726,5788,10.19,259.34,2004,400,0,136,20,46.6,sandstone,8.83,40.49,33.75,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.74,7431,6107,0.313,703,230,6.19,93.34,1483,282,0,90,25.3,72.5,sandstone,7.83,47.95,72.12,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.74,7224,5343,0.288,716,1145,8.21,248.65,1432,264,0,75,77.3,42.5,carbonate,6.68,68.77,70.89,Disposal,"Even with carbonate injectivity potential, the current pressure or quality indicators do not support safe reinjection."
W12,0.737,6815,4492,0.315,884,4110,9.57,272.86,1258,242,0,147,20,38.1,sandstone,8.23,38.4,68.92,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.8,6956,4467,0.283,684,1338,10.88,43.1,1181,177,0,153,25.1,49,sandstone,7.9,51.19,78.25,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.765,7563,7763,0.277,653,3935,8.79,151.73,1538,220,0,174,20,41.4,shale,8.34,43.08,43.84,Injection not suitable,"Injection is not suitable because shale sensitivity, low injectivity, or pressure limits make the interval unsafe."
W12,0.742,6836,4727,0.303,792,2841,6.57,114.18,1290,252,0,100,20,33.6,sandstone,8.14,32.48,70.05,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.772,7230,5066,0.269,554,2245,11.51,107.79,1132,279,0,114,47.7,45.6,sandstone,8.37,58.83,70.64,Treat then inject,Water can be injected after treatment to reduce quality-related fouling or formation-damage risk in sandstone.
W12,0.792,7158,8358,0.287,668,7515,8.75,341.39,1091,284,0,88,50,14.8,sandstone,8.97,68.72,55.34,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
W12,0.723,6984,5416,0.287,600,1428,11.05,95.06,1582,301,0,141,19.6,65.1,shale,8.25,31.25,63.89,Disposal,"Shale interval is too sensitive under the current quality/risk profile, so disposal is preferred over injection."
W12,0.776,7274,5556,0.288,676,1074,17.77,276.3,1541,397,0,130,23.3,77.9,sandstone,7.74,46.66,68.78,Disposal,Current sandstone case does not meet the combined quality and operability requirements for reinjection.
W12,0.749,7464,7664,0.281,637,7248,7.87,335.65,1345,261,0,133,76.9,26.4,sandstone,6.19,51.63,45.39,Injection not suitable,"Injection is not suitable because sandstone constraints on pressure, damage risk, or water quality remain unmet."
